Cation Runtime (min),Neutral Runtime (min),Cation@Neutral Runtime (min),Neutral@Cation Runtime (min),Monomer 1,Monomer 2,Oligomer Length
174.86,95.28,21.18,26.5,97,99,2
120.84,108.0,20.24,16.04,23,37,2
63.22,32.84,17.0,26.74,10,66,2
164.56,78.92,21.5,24.62,80,95,2
119.06,36.839999999999996,11.68,36.52,16,45,2
141.66,68.78,32.0,7.02,57,96,2
76.74,59.0,20.419999999999998,28.42,24,59,2
109.28,94.64,38.199999999999996,10.4,17,93,2
84.86,58.34,38.5,34.3,15,29,2
34.06,28.939999999999998,20.34,29.86,20,80,2
77.34,39.08,9.06,25.24,32,58,2
135.14,44.2,61.019999999999996,20.06,67,70,2
89.46000000000001,48.5,12.58,33.739999999999995,41,97,2
51.339999999999996,60.099999999999994,6.42,14.799999999999999,10,26,2
90.47999999999999,38.72,29.139999999999997,6.26,21,56,2
108.97999999999999,53.9,20.92,23.96,27,75,2
76.56,83.94,40.26,36.199999999999996,29,89,2
101.0,69.47999999999999,24.7,3.1399999999999997,7,92,2
82.0,42.1,41.0,30.879999999999995,15,69,2
61.739999999999995,48.519999999999996,12.32,12.62,5,28,2
136.16,75.53999999999999,17.82,11.48,30,79,2
116.6,85.74,21.4,5.18,8,23,2
114.94,55.84,14.7,4.8,24,82,2
103.3,112.52,42.4,35.06,26,38,2
35.28,40.92,9.44,9.459999999999999,2,46,2
108.78,41.58,37.58,4.14,92,96,2
63.019999999999996,0.42,11.44,30.16,14,24,2
70.76,45.58,13.459999999999999,7.819999999999999,4,65,2
86.02,53.76,32.98,5.72,58,67,2
159.34,128.28,32.099999999999994,32.599999999999994,23,77,2
165.88,111.38,19.74,26.979999999999997,81,98,2
68.0,29.38,32.8,7.52,39,70,2
84.7,46.12,3.84,7.96,7,12,2
57.44,30.06,26.34,22.179999999999996,44,58,2
56.56,45.839999999999996,30.62,14.26,1,31,2
50.739999999999995,39.16,9.46,25.06,11,70,2
81.82,61.519999999999996,10.74,31.279999999999998,37,97,2
111.38,51.94,10.24,27.5,51,75,2
89.36,50.879999999999995,35.379999999999995,9.98,77,92,2
151.42000000000002,80.25999999999999,11.14,30.92,63,69,2
64.12,51.94,19.299999999999997,29.62,36,41,2
96.16,88.03999999999999,23.119999999999997,11.42,8,38,2
93.06,60.14,33.379999999999995,13.62,18,79,2
87.88,40.22,29.8,35.68,46,79,2
21.259999999999998,18.259999999999998,28.84,35.04,3,10,2
122.2,79.32,41.56,16.08,52,82,2
88.8,83.96000000000001,38.54,23.720000000000002,29,92,2
105.2,62.56,38.92,34.36,5,33,2
56.86,27.34,13.559999999999999,27.82,15,72,2
93.68,54.019999999999996,9.9,5.48,9,75,2
127.2,38.1,18.52,24.2,53,54,2
103.42,72.42,32.379999999999995,2.24,28,44,2
68.46000000000001,36.16,34.17999999999999,33.699999999999996,34,60,2
152.51999999999998,39.44,5.48,8.54,62,64,2
66.18,47.08,35.52,31.06,19,74,2
92.97999999999999,44.480000000000004,37.42,12.08,44,83,2
65.96,51.120000000000005,8.16,33.16,22,61,2
87.46000000000001,118.78,5.74,14.299999999999999,59,71,2
266.9,173.88,26.58,28.479999999999997,45,55,2
81.78,59.54,40.8,17.48,52,59,2
46.54,61.36,28.58,14.139999999999999,1,71,2
85.96000000000001,36.26,22.62,26.02,11,30,2
62.26,61.1,28.32,26.479999999999997,29,49,2
63.54,116.84,15.44,34.18,61,93,2
126.14,52.08,16.96,12.08,47,74,2
76.26,40.82,33.519999999999996,12.44,6,84,2
75.94,72.12,16.9,29.56,16,93,2
113.52,0.36,40.52,18.2,14,29,2
117.94,54.58,33.48,7.3999999999999995,51,63,2
110.24,94.76,30.54,17.759999999999998,77,84,2
107.86,66.12,39.8,23.54,30,74,2
111.66,67.9,18.42,6.84,56,96,2
240.2,204.98,42.199999999999996,5.92,81,95,2
50.78,21.88,29.66,15.819999999999999,1,27,2
63.44,47.78,24.72,3.3200000000000003,11,66,2
65.53999999999999,102.97999999999999,30.46,8.3,70,71,2
203.2,97.68,30.2,38.64,69,81,2
78.28,63.02,9.879999999999999,31.299999999999997,6,49,2
85.62,54.82,35.16,4.9399999999999995,22,37,2
152.16,62.86,13.76,31.42,52,94,2
152.28,111.66,9.26,36.3,29,84,2
114.66,94.88,19.88,11.48,5,25,2
53.06,32.64,26.92,30.58,15,64,2
107.7,58.62,39.26,6.58,85,97,2
69.88,46.620000000000005,33.36,34.36,31,39,2
73.56,54.739999999999995,7.74,26.2,9,63,2
27.6,27.880000000000003,5.9399999999999995,19.78,19,22,2
122.82,92.17999999999999,7.26,15.38,33,83,2
85.8,57.4,30.58,27.82,34,36,2
67.56,55.17999999999999,9.86,5.359999999999999,24,54,2
88.64,36.22,35.54,7.1,59,67,2
75.36,23.240000000000002,17.74,32.32,43,60,2
66.78,35.72,7.4,35.44,91,100,2
87.44,69.08,7.4399999999999995,29.84,80,98,2
95.38,57.599999999999994,30.779999999999998,4.459999999999999,62,72,2
72.97999999999999,34.3,10.86,18.46,19,62,2
150.18,77.82,14.5,5.220000000000001,27,38,2
92.34,43.22,9.7,30.92,5,65,2
91.56,41.260000000000005,22.679999999999996,19.54,15,24,2
43.66,25.04,26.0,7.359999999999999,3,46,2
66.72,68.78,19.08,25.16,26,75,2
58.42,45.739999999999995,36.9,31.36,20,56,2
109.36,51.599999999999994,15.18,15.38,61,100,2
79.12,49.86,26.76,21.639999999999997,6,92,2
177.8,0.54,19.32,4.16,14,69,2
67.84,61.94,35.739999999999995,28.720000000000002,33,58,2
31.38,50.620000000000005,37.92,20.92,1,67,2
49.66,56.84,7.6,31.96,11,26,2
74.06,31.68,24.34,9.2,29,44,2
72.14,56.2,27.679999999999996,19.22,54,77,2
101.5,57.06,40.14,26.54,52,54,2
89.94,35.48,15.139999999999999,12.92,6,89,2
76.66,53.48,29.46,29.86,12,51,2
84.92,42.32,37.339999999999996,6.54,49,85,2
115.36,80.38,40.16,13.339999999999998,32,95,2
145.48,155.68,9.6,37.199999999999996,25,99,2
130.74,125.5,22.68,18.86,76,92,2
78.12,50.879999999999995,15.4,30.7,37,41,2
103.18,61.08,14.459999999999999,26.599999999999998,62,69,2
37.36,24.240000000000002,22.979999999999997,17.86,10,70,2
48.98,46.0,9.98,35.879999999999995,6,12,2
78.36,56.42,28.7,25.04,57,80,2
83.8,62.32,15.139999999999999,33.279999999999994,60,93,2
54.260000000000005,27.9,21.54,23.8,9,78,2
90.66,45.480000000000004,23.939999999999998,2.7199999999999998,27,63,2
116.8,76.75999999999999,13.98,21.74,7,84,2
91.66,39.14,22.16,13.04,20,96,2
102.9,54.5,39.04,12.0,41,81,2
122.69999999999999,44.34,31.36,34.42,6,52,2
73.42,409.94,5.62,5.6,58,71,2
203.86,120.44,21.939999999999998,22.34,23,61,2
857.86,647.1,9.54,29.84,44,55,2
113.86,73.46000000000001,33.82,32.94,18,74,2
23.18,47.76,17.64,20.38,24,94,2
73.03999999999999,46.32,33.58,6.68,45,83,2
97.38,46.9,17.86,11.839999999999998,51,78,2
98.2,51.22,24.3,33.67999999999999,53,77,2
108.58,68.92,68.24,21.439999999999998,28,67,2
48.86,38.6,35.58,23.26,1,89,2
76.24,34.14,7.44,12.88,3,33,2
38.36,43.96,32.06,12.819999999999999,5,10,2
43.5,15.66,17.48,11.98,4,6,2
88.72,41.64,14.219999999999999,29.34,22,99,2
124.0,49.019999999999996,33.339999999999996,33.64,30,41,2
964.64,50.519999999999996,26.7,13.94,59,89,2
77.16,53.92,8.959999999999999,18.439999999999998,71,92,2
182.14,81.64,28.939999999999998,32.06,57,75,2
60.64,62.699999999999996,30.24,2.3,10,85,2
76.52,85.28,20.7,7.32,31,97,2
66.69999999999999,41.599999999999994,19.439999999999998,20.86,42,58,2
78.53999999999999,96.64,12.32,34.239999999999995,7,31,2
99.28,47.620000000000005,28.0,22.04,50,80,2
77.56,21.02,26.3,30.279999999999998,20,63,2
101.56,46.26,33.06,21.32,34,98,2
170.1,128.74,14.2,12.56,7,71,2
75.82,37.72,10.86,11.0,54,59,2
96.56,64.0,32.4,23.34,27,96,2
106.03999999999999,54.38,19.939999999999998,17.9,60,66,2
185.6,135.62,33.72,4.14,43,55,2
246.4,70.52,25.599999999999998,19.099999999999998,45,76,2
270.02,145.88,38.68,18.54,38,45,2
73.47999999999999,44.66,32.28,21.7,22,42,2
88.64,39.18,12.86,5.72,24,61,2
80.56,44.56,39.04,18.32,56,78,2
166.52,76.52,14.0,6.68,23,94,2
66.86,24.9,18.46,23.38,19,57,2
64.86,70.69999999999999,11.0,23.36,58,84,2
71.24,52.67999999999999,10.86,23.56,11,93,2
115.94,48.32,8.66,18.139999999999997,56,63,2
79.68,49.279999999999994,41.64,33.699999999999996,22,59,2
84.88,72.06,8.8,14.58,51,96,2
301.22,305.84000000000003,46.44,19.24,86,95,2
288.9,79.75999999999999,25.3,10.94,16,66,2
84.68,61.0,5.62,19.96,6,27,2
232.84,98.68,35.620000000000005,4.9399999999999995,25,37,2
65.92,134.06,8.959999999999999,16.5,29,71,2
89.64,49.38,28.32,19.68,91,99,2
64.06,42.54,7.5,15.879999999999999,1,49,2
66.08,49.17999999999999,25.26,24.16,36,39,2
341.82,143.14,34.32,26.3,55,94,2
138.56,61.019999999999996,10.84,6.06,69,74,2
53.18,37.67999999999999,7.72,36.22,44,60,2
44.68,48.739999999999995,6.959999999999999,21.220000000000002,42,43,2
82.7,63.52,28.46,23.54,19,97,2
141.0,77.36,21.08,3.7800000000000002,23,54,2
164.22,97.42,31.679999999999996,10.68,38,85,2
66.42,53.9,36.02,12.76,12,24,2
72.3,50.86,34.36,29.979999999999997,2,65,2
137.84,65.84,20.8,9.559999999999999,43,95,2
95.36,68.92,8.2,33.620000000000005,18,41,2
82.88,96.08,37.46,27.2,71,89,2
52.66,45.239999999999995,34.08,34.42,36,79,2
117.4,65.86,20.560000000000002,30.32,21,75,2
71.74,45.66,33.86,10.4,27,56,2
117.19999999999999,50.14,17.04,27.220000000000002,34,58,2
114.8,58.019999999999996,17.36,16.46,51,80,2
69.64,337.08,14.739999999999998,31.36,10,53,2
73.66,57.52,23.04,34.3,43,58,2
130.3,50.68,25.5,32.0,66,100,2
243.98000000000002,166.36,35.260000000000005,33.66,23,99,2
81.32,54.4,6.88,7.94,37,62,2
96.69999999999999,46.16,13.24,19.639999999999997,11,85,2
189.1,82.03999999999999,17.06,31.52,56,75,2
212.0,73.26,33.72,15.98,34,95,2
84.64,31.86,28.5,22.42,8,56,2
329.5,185.94,32.620000000000005,18.28,55,82,2
40.96,43.739999999999995,10.58,2.56,4,10,2
91.28,34.8,21.8,13.339999999999998,41,79,2
61.56,61.86,28.779999999999998,27.52,12,72,2
148.6,58.980000000000004,13.819999999999999,35.739999999999995,33,60,2
72.36,42.78,23.4,28.42,9,80,2
86.16,58.06,34.099999999999994,25.4,52,77,2
70.74,48.14,29.58,10.719999999999999,12,32,2
78.64,62.239999999999995,28.58,22.939999999999998,57,78,2
71.24,48.66,11.419999999999998,12.860000000000001,43,83,2
61.5,45.379999999999995,16.9,35.739999999999995,4,50,2
43.14,33.06,37.699999999999996,10.66,8,16,2
104.97999999999999,41.4,19.119999999999997,26.54,59,84,2
96.34,63.599999999999994,16.6,13.5,78,96,2
121.03999999999999,56.72,33.4,11.96,44,76,2
87.4,59.38,20.4,33.76,6,71,2
1103.3,152.34,14.7,13.2,55,59,2
113.58,72.44,16.6,20.139999999999997,47,81,2
103.62,39.480000000000004,16.36,9.08,21,63,2
99.25999999999999,42.519999999999996,27.08,13.76,80,100,2
82.64,59.279999999999994,31.179999999999996,6.38,21,78,2
74.28,21.36,6.66,25.9,15,47,2
93.72,55.5,39.279999999999994,6.26,8,96,2
168.42000000000002,78.48,38.8,31.0,75,86,2
147.96,74.28,13.36,20.419999999999998,53,61,2
204.56,0.36,24.599999999999998,14.5,14,91,2
152.16,109.53999999999999,63.9,12.56,23,59,2
467.84000000000003,197.4,40.9,4.32,17,66,2
70.52,63.64,9.82,10.94,57,63,2
45.16,57.67999999999999,15.0,10.059999999999999,10,93,2
81.67999999999999,34.96,34.36,14.06,39,100,2
95.66,65.22,32.82,26.86,12,29,2
109.12,85.38,28.06,8.34,46,97,2
288.76,56.980000000000004,9.24,33.019999999999996,17,26,2
87.64,42.519999999999996,12.02,19.76,27,80,2
68.2,33.12,29.779999999999998,10.88,60,70,2
64.66,26.68,15.96,18.88,2,28,2
299.62,226.8,24.96,7.76,55,99,2
117.18,65.14,8.459999999999999,27.74,69,79,2
73.26,43.62,31.42,9.2,41,62,2
78.74,67.38,8.620000000000001,8.24,42,95,2
67.0,33.14,16.839999999999996,31.599999999999998,3,65,2
111.6,73.08,28.779999999999998,16.92,95,96,2
44.8,46.58,25.439999999999998,20.439999999999998,19,41,2
99.2,33.9,18.7,31.299999999999997,58,92,2
38.7,30.08,2.84,35.52,3,4,2
89.08,31.72,35.96,11.42,22,54,2
57.480000000000004,55.44,24.7,23.439999999999998,61,91,2
116.67999999999999,71.74,5.54,18.8,47,76,2
129.68,50.12,12.280000000000001,21.8,57,100,2
93.02,60.58,20.299999999999997,6.68,7,50,2
99.66,37.3,14.12,26.96,54,78,2
87.53999999999999,46.94,6.12,18.38,65,93,2
86.4,76.03999999999999,8.42,25.04,36,98,2
55.82,42.56,18.560000000000002,5.18,24,100,2
147.36,100.24000000000001,20.759999999999998,31.759999999999998,38,64,2
142.52,37.14,6.92,24.12,45,57,2
63.14,33.2,22.54,14.66,2,84,2
162.12,71.36,15.32,7.68,25,96,2
93.74,74.64,37.26,30.939999999999998,3,52,2
86.56,52.099999999999994,24.439999999999998,3.74,56,59,2
77.12,42.62,36.18,20.32,15,30,2
58.099999999999994,91.92,11.74,4.4,5,71,2
251.86,55.08,13.559999999999999,4.5,69,95,2
89.53999999999999,36.48,10.6,23.36,53,56,2
72.66,419.08,25.3,10.819999999999999,12,85,2
178.12,56.82,33.56,19.16,49,51,2
107.53999999999999,98.48,18.18,7.819999999999999,22,23,2
122.22,70.53999999999999,37.379999999999995,27.439999999999998,20,99,2
56.7,35.839999999999996,16.060000000000002,24.58,15,70,2
58.519999999999996,42.08,19.9,36.1,5,31,2
120.9,42.94,21.8,20.84,52,80,2
91.0,48.78,23.939999999999998,34.48,9,77,2
63.08,29.98,21.119999999999997,16.82,51,77,2
69.74,33.839999999999996,23.52,22.06,36,43,2
206.82,147.76,26.16,25.4,17,51,2
49.36,46.519999999999996,11.24,11.6,42,79,2
123.75999999999999,75.62,24.46,13.88,37,95,2
198.04,175.46,68.94,15.48,23,75,2
62.92,51.42,31.979999999999997,25.24,42,62,2
63.16,46.36,3.18,18.939999999999998,1,28,2
65.12,39.22,5.78,3.5,11,69,2
47.1,37.92,15.66,26.02,36,58,2
47.76,59.94,35.0,20.2,8,21,2
124.68,32.18,27.34,30.879999999999995,4,67,2
31.62,34.0,10.04,8.559999999999999,2,44,2
116.46000000000001,81.6,24.0,31.46,45,97,2
70.06,22.86,30.599999999999998,5.3,31,36,2
222.94,83.82,38.199999999999996,13.819999999999999,41,95,2
86.8,55.28,30.76,11.6,17,91,2
80.28,38.76,28.86,27.4,3,49,2
244.5,188.82,39.28,16.36,76,86,2
111.46000000000001,206.62,10.32,21.62,31,76,2
60.34,32.18,37.739999999999995,34.72,27,37,2
93.06,42.32,27.58,32.019999999999996,57,94,2
88.12,62.64,32.22,3.48,80,97,2
61.18,56.54,29.5,19.16,36,83,2
88.86,35.62,15.819999999999999,29.86,34,39,2
93.82,61.28,31.24,3.6799999999999997,11,29,2
117.1,178.04,11.32,27.679999999999996,29,50,2
141.76,61.32,34.5,5.18,33,57,2
71.74,49.7,19.02,36.699999999999996,4,27,2
125.97999999999999,0.36,23.5,16.82,14,66,2
75.94,52.32,20.48,27.139999999999997,18,20,2
64.53999999999999,51.3,28.939999999999998,16.18,8,37,2
93.42,44.4,19.32,18.38,57,59,2
46.24,58.92,21.3,34.48,4,71,2
56.8,72.74,28.26,22.779999999999998,2,52,2
171.72,113.94,65.94,23.779999999999998,23,63,2
63.76,65.82,28.54,35.86,44,57,2
83.42,56.32,4.24,10.58,39,64,2
49.86,39.28,15.16,15.56,3,84,2
54.67999999999999,182.78,11.1,11.92,10,32,2
112.44,71.52,15.299999999999999,7.32,69,98,2
68.9,55.099999999999994,18.5,35.8,27,61,2
53.42,45.099999999999994,13.24,26.38,60,91,2
99.97999999999999,58.980000000000004,37.06,17.299999999999997,46,76,2
191.96,118.3,24.26,25.56,7,86,2
118.76,57.72,14.66,6.68,16,51,2
40.1,57.12,33.0,26.92,10,72,2
86.12,47.620000000000005,9.940000000000001,32.14,2,89,2
158.56,118.44,36.08,22.02,80,81,2
294.18,55.94,30.58,22.639999999999997,36,95,2
40.08,36.92,20.2,26.52,1,3,2
71.86,41.9,38.22,24.4,8,77,2
206.7,54.66,19.1,36.8,54,75,2
102.38,66.5,42.04,8.34,21,99,2
229.4,232.06,20.96,19.26,23,38,2
103.96000000000001,45.7,37.8,5.9399999999999995,21,82,2
88.66,56.32,18.66,35.9,72,89,2
106.3,61.17999999999999,41.48,17.6,66,72,2
65.4,33.14,10.96,29.74,1,65,2
79.53999999999999,55.599999999999994,36.58,7.88,26,77,2
70.66,58.879999999999995,27.36,28.3,41,43,2
74.69999999999999,25.56,38.339999999999996,16.96,19,60,2
68.74,49.44,20.76,30.279999999999998,37,58,2
125.14,147.22,10.18,30.7,93,94,2
100.1,61.04,11.8,25.36,15,26,2
172.51999999999998,89.06,32.2,21.02,22,75,2
259.02,76.4,40.44,29.12,38,72,2
74.0,26.54,11.7,13.78,2,92,2
73.03999999999999,61.620000000000005,38.279999999999994,35.62,43,62,2
171.4,91.96000000000001,27.88,6.9399999999999995,29,86,2
90.47999999999999,34.839999999999996,27.92,33.58,15,66,2
512.12,82.4,32.78,3.54,85,95,2
112.46000000000001,61.3,9.1,3.84,52,96,2
92.02000000000001,42.08,7.62,35.02,21,59,2
139.78,64.86,22.02,28.92,33,81,2
54.16,16.46,14.06,3.04,19,20,2
66.72,54.739999999999995,8.98,23.8,9,61,2
83.08,41.86,15.62,29.3,41,98,2
86.64,71.44,9.78,18.139999999999997,28,50,2
116.66,60.67999999999999,65.66,17.18,34,74,2
78.6,46.38,8.379999999999999,36.22,32,57,2
170.04,115.62,31.0,27.939999999999998,81,97,2
75.82,49.86,21.3,32.379999999999995,11,64,2
70.32,127.82,17.46,17.56,1,25,2
64.2,45.5,16.48,26.5,56,94,2
51.78,57.0,9.919999999999998,15.38,37,83,2
61.46,36.42,22.139999999999997,22.479999999999997,2,49,2
85.66,40.76,17.46,8.96,51,61,2
104.75999999999999,70.56,40.779999999999994,17.52,92,99,2
141.0,47.46,14.26,23.139999999999997,16,91,2
138.9,192.22,12.059999999999999,16.58,30,76,2
71.28,58.46,16.42,29.26,26,37,2
85.14,73.32,8.3,18.439999999999998,39,98,2
52.28,46.4,7.9,6.98,11,83,2
51.480000000000004,27.880000000000003,37.739999999999995,6.38,31,47,2
81.74,37.96,7.72,24.7,70,94,2
92.14,39.839999999999996,21.0,31.12,6,37,2
168.07999999999998,105.72,38.36,15.639999999999999,51,86,2
95.88,188.88,33.46,20.84,10,55,2
70.67999999999999,61.66,19.52,25.46,52,71,2
85.78,46.08,20.7,37.1,15,81,2
107.97999999999999,33.38,8.82,32.120000000000005,29,61,2
116.66,51.7,28.479999999999997,13.04,33,66,2
124.53999999999999,74.8,15.58,6.0,74,96,2
78.0,53.16,13.719999999999999,27.4,12,74,2
105.92,0.36,10.620000000000001,8.419999999999998,14,57,2
50.82,223.72,30.599999999999998,23.12,25,67,2
88.5,54.66,7.640000000000001,9.14,42,53,2
87.34,33.8,25.66,36.16,44,70,2
54.32,52.72,30.42,26.5,39,43,2
55.22,42.5,15.28,22.479999999999997,20,28,2
66.64,70.53999999999999,7.640000000000001,5.06,22,92,2
92.96000000000001,69.42,37.48,15.56,36,69,2
112.14,106.14,30.8,9.54,18,51,2
99.2,149.54,36.339999999999996,17.799999999999997,71,99,2
171.76,0.36,16.7,11.24,14,17,2
74.56,35.28,9.78,15.52,12,34,2
209.52,101.18,40.58,5.82,38,95,2
85.6,48.18,23.34,30.139999999999997,21,65,2
84.1,103.18,27.099999999999998,3.62,3,38,2
88.44,54.16,30.04,4.04,46,51,2
61.7,41.96,39.52,4.52,1,82,2
128.12,44.14,33.82,33.16,16,36,2
105.16,73.14,26.12,32.3,28,77,2
252.76,69.32,45.44,4.38,53,67,2
73.5,63.14,19.28,14.9,49,60,2
137.86,53.06,10.72,12.98,34,53,2
95.5,17.12,25.16,28.06,32,70,2
46.739999999999995,21.12,33.72,19.119999999999997,15,41,2
79.66,119.76,8.9,28.3,3,23,2
78.52,27.46,20.02,3.8,83,91,2
99.3,69.42,11.16,34.1,72,75,2
144.98,49.46,20.46,27.7,10,95,2
86.22,65.46000000000001,23.32,8.879999999999999,57,65,2
63.48,71.1,36.04,13.5,59,99,2
104.44,120.82,35.2,6.58,71,82,2
44.28,38.82,8.04,28.0,11,43,2
70.2,53.82,16.86,28.24,39,58,2
79.78,40.1,14.38,34.06,7,21,2
180.14,96.46000000000001,35.56,13.4,17,60,2
86.03999999999999,58.78,26.12,7.34,26,50,2
121.17999999999999,30.68,39.279999999999994,9.559999999999999,41,64,2
133.44,182.82,8.68,29.06,60,76,2
164.44,88.92,28.54,24.66,27,86,2
50.52,25.299999999999997,5.12,1.96,1,42,2
47.32,35.14,19.68,15.819999999999999,46,91,2
71.76,67.53999999999999,7.38,28.04,18,91,2
195.68,90.1,32.9,33.0,63,81,2
80.82,72.44,16.86,3.6799999999999997,45,66,2
142.06,40.66,4.68,31.54,43,45,2
78.08,60.279999999999994,15.48,17.68,58,94,2
129.76,95.94,10.42,23.16,23,84,2
74.06,53.67999999999999,20.419999999999998,13.04,39,83,2
50.980000000000004,53.02,29.52,23.979999999999997,42,93,2
96.06,79.24,29.220000000000002,10.62,54,84,2
91.14,53.68,34.92,25.36,5,16,2
85.44,72.17999999999999,17.52,37.22,66,98,2
74.38,62.02,38.16,26.979999999999997,9,50,2
144.78,0.36,9.459999999999999,5.16,14,81,2
60.32,50.8,18.88,32.98,10,18,2
146.06,32.66,38.5,9.68,34,45,2
109.28,80.32,17.96,33.0,75,96,2
117.96000000000001,114.2,39.96,6.62,32,66,2
65.56,0.54,5.959999999999999,4.0,1,14,2
178.38,104.1,10.02,37.22,11,55,2
196.2,191.24,33.099999999999994,16.32,17,76,2
64.47999999999999,32.94,10.2,33.82,58,59,2
68.58,23.56,7.24,24.76,31,91,2
70.62,44.54,38.279999999999994,29.86,10,83,2
46.36,36.12,28.62,21.88,2,100,2
80.0,64.96000000000001,6.220000000000001,15.68,30,47,2
61.44,68.28,13.839999999999998,29.439999999999998,71,94,2
79.48,74.24,8.26,25.779999999999998,20,25,2
99.06,72.12,8.9,11.12,7,77,2
54.0,44.38,22.939999999999998,12.7,11,15,2
214.6,163.74,33.099999999999994,33.2,67,95,2
72.14,58.699999999999996,6.92,6.08,41,72,2
77.46000000000001,43.54,11.559999999999999,13.1,47,51,2
77.97999999999999,38.54,25.220000000000002,21.46,12,79,2
58.66,38.22,11.18,2.2,9,10,2
38.56,30.6,25.32,20.439999999999998,19,51,2
100.08,67.44,26.38,17.939999999999998,70,99,2
121.7,62.339999999999996,19.74,29.9,58,82,2
75.56,62.76,6.92,7.04,21,28,2
105.25999999999999,75.32,21.22,20.3,39,95,2
116.67999999999999,54.46,34.76,26.679999999999996,15,17,2
89.69999999999999,61.06,29.38,17.9,42,85,2
125.03999999999999,55.6,14.96,7.62,63,97,2
66.17999999999999,43.86,28.939999999999998,14.319999999999999,10,58,2
55.0,38.480000000000004,22.26,36.82,4,80,2
147.4,92.5,22.16,7.42,86,93,2
48.16,49.96,38.62,25.58,38,58,2
29.14,35.76,19.76,8.74,10,43,2
155.2,69.16,6.220000000000001,9.5,11,95,2
125.02,78.96000000000001,21.419999999999998,4.74,23,89,2
91.84,70.02,5.6,8.6,37,72,2
99.46000000000001,30.54,24.32,18.74,31,51,2
63.36,33.36,40.76,12.68,64,79,2
106.28,63.64,30.7,3.24,70,82,2
74.42,49.44,27.179999999999996,16.78,12,62,2
119.98,42.56,19.339999999999996,14.12,41,69,2
77.97999999999999,25.259999999999998,24.62,12.639999999999999,8,46,2
60.96,65.36,43.980000000000004,34.46,52,67,2
78.74,61.16,25.939999999999998,24.62,29,77,2
143.64,61.339999999999996,31.52,13.94,25,31,2
103.6,56.42,25.62,11.0,33,70,2
95.86,50.26,25.84,32.72,65,74,2
48.26,57.14,6.72,14.860000000000001,12,22,2
73.24,50.64,22.96,12.639999999999999,2,63,2
50.739999999999995,46.86,23.08,8.419999999999998,10,98,2
120.46000000000001,106.0,23.18,21.08,25,71,2
28.36,67.72,19.04,5.02,19,91,2
104.82,40.92,25.74,32.17999999999999,5,96,2
63.3,64.32,33.67999999999999,8.899999999999999,44,66,2
344.68,306.32,25.38,34.46,39,55,2
153.32,100.97999999999999,39.72,33.17999999999999,26,86,2
97.24000000000001,49.9,27.54,31.759999999999998,66,83,2
94.84,56.599999999999994,17.24,18.8,27,50,2
79.84,53.14,20.22,33.64,46,47,2
53.36,50.8,34.239999999999995,33.42,1,94,2
54.16,55.519999999999996,29.36,23.0,3,82,2
79.9,50.44,25.26,30.7,39,62,2
80.3,56.099999999999994,29.279999999999998,33.879999999999995,1,38,2
54.08,46.3,21.34,30.58,11,79,2
83.4,34.18,31.92,3.62,42,72,2
93.4,63.98,40.26,34.94,56,89,2
82.7,71.64,30.84,26.720000000000002,58,75,2
276.44,58.6,31.86,20.54,64,95,2
103.34,94.0,48.32,13.44,23,65,2
49.7,26.759999999999998,16.64,3.4,12,15,2
71.74,0.36,23.639999999999997,29.86,14,36,2
93.5,47.16,36.46,20.16,18,70,2
78.88,59.879999999999995,38.62,33.1,46,70,2
82.84,100.75999999999999,42.4,36.32,60,97,2
140.82,34.32,35.38,12.2,27,67,2
202.24,104.12,17.839999999999996,17.119999999999997,16,17,2
136.4,69.26,14.46,9.74,34,69,2
66.9,25.18,36.42,21.76,20,92,2
66.0,66.62,11.32,32.379999999999995,22,28,2
87.44,37.5,24.599999999999998,36.1,37,45,2
60.879999999999995,55.0,27.08,20.599999999999998,50,71,2
195.56,192.56,43.339999999999996,26.139999999999997,17,81,2
74.97999999999999,62.5,20.76,25.3,36,93,2
46.1,38.62,11.26,29.26,10,74,2
72.72,82.4,25.3,34.66,72,94,2
49.739999999999995,53.26,21.679999999999996,10.96,1,78,2
71.8,57.339999999999996,37.16,22.24,11,39,2
119.97999999999999,65.74,15.28,30.139999999999997,18,30,2
51.17999999999999,42.3,9.82,16.36,32,91,2
134.34,38.68,9.28,30.2,75,100,2
101.0,0.36,34.64,18.919999999999998,14,76,2
107.2,78.92,35.879999999999995,36.239999999999995,84,85,2
61.78,0.36,15.62,4.48,2,14,2
248.44,345.88,21.619999999999997,14.839999999999998,12,55,2
222.96,108.53999999999999,29.92,34.0,53,86,2
85.82,33.26,7.52,20.0,6,96,2
123.88,63.04,26.4,32.56,41,45,2
96.9,57.980000000000004,27.220000000000002,31.0,20,52,2
109.94,57.68,6.06,32.06,45,47,2
169.24,106.8,33.739999999999995,5.58,38,74,2
98.1,112.28,19.52,35.66,71,78,2
96.86,63.72,18.48,6.9,65,83,2
62.46,21.54,33.32,8.44,15,20,2
79.88,44.839999999999996,15.68,8.059999999999999,5,61,2
44.06,36.98,11.78,7.3,3,42,2
130.38,135.42000000000002,32.379999999999995,16.28,62,76,2
64.98,145.98,10.84,21.34,9,27,2
94.66,64.3,18.439999999999998,13.219999999999999,34,72,2
79.0,47.64,30.46,35.62,22,33,2
252.57999999999998,146.88,28.099999999999998,33.36,55,65,2
123.3,51.44,21.2,30.82,9,67,2
