Monomer 1,Monomer 2,Neutral Angle,Cation Angle,Neutral Bond Length,Cation Bond Length,Trained λ
47,160,173.71931844788008,175.0198233972778,1.3928862108315627,1.3847623994539482,0.20946817173360613
158,261,178.8650019265668,179.20801734696477,1.3966541145149272,1.3885056380487648,0.20950482274109772
213,261,172.74806557573922,173.80389855849617,1.3937628735795908,1.3863331130378571,0.20996106878315912
154,213,173.4830707969641,173.80474053798423,1.3916531287262095,1.3846175172261803,0.210084796230949
78,201,177.08845822376725,177.7018234881636,1.392626921465839,1.3855934793876192,0.21030153581426325
43,236,179.25442868223942,179.36613471849427,1.402431513337128,1.3928041391590746,0.21046120178727626
39,213,174.1593420049012,174.7625637894867,1.3954249156236946,1.388031973353021,0.21096128129249944
44,197,179.17534468428772,179.40417760275975,1.4032994840809891,1.3918186730818836,0.21103292115631236
46,261,178.72725333338786,178.80846467328152,1.3977011145861804,1.3893754270989465,0.21181518089647094
110,160,174.14404362292186,174.17026149647057,1.3934119526691962,1.3871413660424063,0.21189180091023446
42,50,179.28807219537174,179.65229144056167,1.4109492615883732,1.4018240746498176,0.21192492078926686
43,43,179.70395202098427,179.63001686037654,1.4071342822434718,1.3963581351880343,0.21201757691366463
